aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu,avg_peer_gpa
92713132,1996,2.636,107,1,0.846,0.951,0.922,2.66691438356164
92713391,1996,4,115,1,0.765,0.918,0.911,2.66457876712329
92713399,1996,3.4,106,1,0.751,0.943,0.69,2.66560616438356
92713936,1996,2.143,110,1,0.74,0.915,0.605,2.66775856164383
92714112,1996,1.167,82,1,0.781,0.903,0.794,2.66942979452055
92714199,1996,3,103,1,0.702,0.905,0.72,2.66629109589041
92714330,1996,2.9,116,1,0.642,0.891,0.854,2.66646232876712
92714880,1996,2.714,102,1,0.654,0.873,0.753,2.66678082191781
92714895,1996,1.615,81,1,0.808,0.862,0.64,2.66866267123288
92714927,1996,2.4,122,1,0.942,0.911,0.95,2.66731849315068
92715121,1996,2.133,111,0,0.605,0.939,0.835,2.66777568493151
92715321,1996,1.4,82,1,0.667,0.936,0.841,2.66903082191781
92715357,1996,1.308,87,0,0.765,0.883,0.885,2.66918835616438
92715896,1996,3.071,110,1,0.938,0.904,0.881,2.66616952054794
92715935,1996,3.375,106,1,0.834,0.892,0.731,2.66564897260274
92715998,1996,3.417,112,1,0.947,0.928,0.869,2.66557705479452
92716333,1996,1.3,91,1,0.885,0.909,0.954,2.66920205479452
92716360,1996,2.917,85,1,0.959,0.903,0.742,2.66643321917808
92716883,1996,2.5,104,1,0.907,0.927,0.806,2.66714726027397
92716909,1996,3.917,119,1,0.895,0.794,0.849,2.66472089041096
92716976,1996,3.385,75,1,0.673,0.956,0.866,2.66563184931507
92717862,1996,3.133,122,1,0.647,0.931,0.832,2.66606335616438
92717866,1996,2.538,77,1,0.678,0.927,0.886,2.66708219178082
92717911,1996,4,110,1,0.811,0.937,0.876,2.66457876712329
92717912,1996,3.929,82,1,0.699,0.971,0.878,2.66470034246575
92717915,1996,3.929,120,1,0.811,0.937,0.876,2.66470034246575
92717917,1996,1.857,90,0,0.811,0.937,0.876,2.66824828767123
92717918,1996,3.643,104,1,0.811,0.937,0.876,2.66519006849315
92718307,1996,2.625,118,1,0.602,0.938,0.865,2.66693321917808
92718324,1996,2.833,89,1,0.926,0.926,0.909,2.66657705479452
92718925,1996,1.615,83,1,0.627,0.965,0.807,2.66866267123288
92719979,1996,3.182,110,1,0.819,0.952,0.803,2.66597945205479
93374973,1996,3.625,112,1,0.837,0.935,0.895,2.66522089041096
93504605,1996,2.857,116,1,0.572,0.89,0.886,2.66653595890411
93571016,1996,3.067,106,1,0.904,0.931,0.835,2.66617636986301
93572276,1996,3.333,79,1,0.643,0.94,0.852,2.66572089041096
93573916,1996,2.786,103,1,0.701,0.929,0.909,2.66665753424657
93573950,1996,3.063,108,1,0.872,0.931,0.878,2.66618321917808
93575804,1996,3.375,112,1,0.926,0.956,0.918,2.66564897260274
93577123,1996,3.417,119,1,0.804,0.922,0.67,2.66557705479452
93577321,1996,2.417,112,1,0.467,0.973,0.948,2.66728938356164
93579988,1996,2.533,94,1,0.862,0.92,0.872,2.66709075342466
93619267,1996,3.688,114,1,0.875,0.87,0.801,2.66511301369863
93619360,1996,3,104,1,0.764,0.847,0.51,2.66629109589041
93619361,1996,2.688,103,1,0.816,0.98,0.881,2.66682534246575
93710182,1996,2.286,119,1,0.953,0.927,0.824,2.66751369863014
93710217,1996,2.714,58,0,0.988,0.928,0.922,2.66678082191781
93710318,1996,2.133,99,1,0.932,0.975,0.903,2.66777568493151
93710319,1996,1.5,108,1,0.762,0.937,0.608,2.66885958904109
93710356,1996,1.533,75,0,0.966,0.955,0.682,2.66880308219178
93710450,1996,2.714,93,1,0.969,0.916,0.587,2.66678082191781
93711876,1996,2.929,96,1,0.776,0.956,0.901,2.66641267123288
93711961,1996,3.111,106,1,0.902,0.962,0.926,2.66610102739726
93712210,1996,1.917,100,1,0.865,0.948,0.769,2.6681455479452
93712347,1996,2.9,91,1,0.888,0.876,0.851,2.66646232876712
93713033,1996,4,106,1,0.953,0.936,0.976,2.66457876712329
93713335,1996,3.429,106,1,0.942,0.905,0.925,2.66555650684931
93714021,1996,3.571,104,1,0.994,0.891,0.807,2.66531335616438
93714082,1996,2.467,107,1,0.717,0.937,0.814,2.66720376712329
93714092,1996,2.929,106,1,0.808,0.862,0.64,2.66641267123288
93714126,1996,2.286,95,1,0.888,0.923,0.849,2.66751369863014
93714190,1996,1.833,87,1,0.699,0.915,0.91,2.66828938356164
93714234,1996,2.667,83,1,0.762,0.906,0.886,2.66686130136986
93714236,1996,2.875,86,0,0.744,0.736,0.891,2.6665051369863
93714292,1996,1.444,81,1,0.665,0.963,0.855,2.66895547945205
93714398,1996,1.583,104,1,0.927,0.934,0.855,2.66871746575342
93714896,1996,1.308,85,1,0.772,0.903,0.826,2.66918835616438
93714984,1996,3.733,119,1,0.654,0.873,0.753,2.66503595890411
93715922,1996,0.769,67,1,0.64,0.947,0.863,2.67011130136986
93715932,1996,2.444,75,1,0.834,0.892,0.731,2.66724315068493
93715933,1996,2.375,112,1,0.879,0.927,0.809,2.66736130136986
93715990,1996,2.083,106,1,0.82,0.929,0.858,2.66786130136986
93716333,1996,2.071,96,1,0.998,0.958,0.889,2.66788184931507
93716352,1996,4,107,1,0.833,0.899,0.842,2.66457876712329
93716424,1996,2.867,103,1,0.88,0.911,0.797,2.66651883561644
93716669,1996,2.786,89,1,0.969,0.907,0.897,2.66665753424657
93716915,1996,3.867,106,1,0.963,0.943,0.805,2.66480650684931
93716921,1996,3.813,106,1,0.911,0.853,0.829,2.66489897260274
93716927,1996,3.923,118,1,0.971,0.917,0.866,2.66471061643835
93716970,1996,4,118,1,0.673,0.956,0.866,2.66457876712329
93717869,1996,2.308,95,0,0.788,0.946,0.834,2.66747602739726
93717967,1996,2.929,106,0,0.56,0.911,0.876,2.66641267123288
93718123,1996,2.5,89,1,0.94,0.898,0.909,2.66714726027397
93718129,1996,3,86,1,0.788,0.868,0.873,2.66629109589041
93718173,1996,2.583,103,1,0.896,0.937,0.883,2.6670051369863
93718273,1996,2.583,116,1,0.598,0.891,0.863,2.6670051369863
93718368,1996,2.167,78,1,0.941,0.921,0.95,2.66771746575342
93718377,1996,0,91,0,0.963,0.939,0.783,2.67142808219178
93718943,1996,2.875,104,1,0.89,0.945,0.903,2.6665051369863
93718944,1996,3,102,1,0.89,0.945,0.903,2.66629109589041
93719938,1996,2.889,89,1,0.824,0.948,0.955,2.66648116438356
93719972,1996,3.583,120,1,0.76,0.895,0.808,2.66529280821918
94316255,1996,3,82,1,0.99,0.911,0.879,2.66629109589041
94504708,1996,3.417,118,1,0.743,0.941,0.936,2.66557705479452
94570029,1996,2.889,108,1,0.721,0.909,0.743,2.66648116438356
94570320,1996,3.125,103,1,0.948,0.875,0.826,2.66607705479452
94571818,1996,3.625,93,1,0.904,0.931,0.835,2.66522089041096
94571870,1996,0.25,77,1,0.942,0.921,0.917,2.671
94571906,1996,2.286,106,1,0.704,0.913,0.87,2.66751369863014
94575941,1996,3.429,91,1,0.577,0.934,0.825,2.66555650684931
94577924,1996,3.111,112,1,0.945,0.926,0.656,2.66610102739726
94579946,1996,2.929,111,1,0.979,0.921,0.697,2.66641267123288
94579962,1996,2.167,104,1,0.71,0.953,0.837,2.66771746575342
94579997,1996,3.375,104,1,0.591,0.958,0.878,2.66564897260274
94619167,1996,2.429,111,1,0.723,0.962,0.938,2.66726883561644
94710238,1996,2.667,83,1,0.987,0.918,0.747,2.66686130136986
94710239,1996,3.938,116,1,0.729,0.855,0.69,2.66468493150685
94710376,1996,2.563,91,1,0.896,0.952,0.951,2.66703938356164
94710390,1996,3.5,119,1,0.89,0.918,0.836,2.66543493150685
94710871,1996,2.688,112,1,0.964,0.883,0.903,2.66682534246575
94710883,1996,3.857,111,1,0.969,0.892,0.802,2.66482363013699
94710999,1996,0.95,93,1,0.701,0.887,0.799,2.66980136986301
94711177,1996,2.882,116,1,0.904,0.965,0.883,2.66649315068493
94711973,1996,1.929,112,1,0.683,0.965,0.934,2.668125
94712047,1996,3.222,104,1,0.855,0.91,0.856,2.66591095890411
94712341,1996,1.667,93,1,0.972,0.885,0.769,2.66857363013699
94712396,1996,3.643,90,1,0.852,0.937,0.836,2.66519006849315
94714020,1996,2.429,110,1,0.855,0.847,0.773,2.66726883561644
94714022,1996,2.545,89,1,0.674,0.884,0.818,2.66707020547945
94714088,1996,2.692,115,1,0.677,0.927,0.733,2.66681849315068
94714117,1996,1.357,95,1,0.864,0.925,0.824,2.66910445205479
94714242,1996,3.214,107,1,0.895,0.904,0.842,2.66592465753425
94714245,1996,4,102,1,0.991,0.906,0.869,2.66457876712329
94714394,1996,3.5,111,1,0.699,0.915,0.91,2.66543493150685
94714934,1996,0.875,118,1,0.634,0.887,0.698,2.66992979452055
94715954,1996,2.143,81,1,0.676,0.908,0.727,2.66775856164383
94715955,1996,3,119,1,0.765,0.883,0.885,2.66629109589041
94715980,1996,3.857,104,1,0.914,0.932,0.971,2.66482363013699
94715981,1996,1.857,85,1,0.641,0.917,0.958,2.66824828767123
94715982,1996,1.643,81,0,0.637,0.96,0.846,2.6686147260274
94715987,1996,4,107,1,0.637,0.96,0.846,2.66457876712329
94716217,1996,3.188,111,1,0.711,0.94,0.792,2.66596917808219
94716265,1996,3.083,91,1,0.868,0.834,0.858,2.66614897260274
94716627,1996,2.462,102,1,0.993,0.916,0.9,2.66721232876712
94716663,1996,3.818,111,1,0.878,0.918,0.782,2.6648904109589
94716975,1996,1.692,67,1,0.946,0.913,0.803,2.66853082191781
94718027,1996,2.5,96,1,0.984,0.946,0.92,2.66714726027397
94718211,1996,3.125,90,1,0.982,0.91,0.894,2.66607705479452
94718342,1996,3.222,106,1,0.901,0.956,0.832,2.66591095890411
94718944,1996,3.4,100,1,0.77,0.937,0.81,2.66560616438356
94718998,1996,3.125,79,1,0.644,0.926,0.71,2.66607705479452
94719932,1996,3.667,110,1,0.866,0.932,0.948,2.66514897260274
94719933,1996,2.846,75,1,0.821,0.931,0.938,2.66655479452055
95316359,1996,3.375,110,1,0.975,0.913,0.87,2.66564897260274
95316851,1996,3,89,1,0.719,0.889,0.884,2.66629109589041
95374971,1996,3.25,108,1,0.817,0.919,0.883,2.66586301369863
95570326,1996,2.5,107,1,0.823,0.908,0.727,2.66714726027397
95571306,1996,2.714,93,1,0.886,0.934,0.937,2.66678082191781
95572285,1996,1.938,77,0,0.919,0.952,0.919,2.66810958904109
95572982,1996,2.5,115,0,0.699,0.949,0.921,2.66714726027397
95575241,1996,4,118,1,0.888,0.971,0.895,2.66457876712329
95579245,1996,2.5,102,1,0.979,0.921,0.697,2.66714726027397
95710081,1996,2.143,110,1,0.953,0.927,0.824,2.66775856164383
95710236,1996,2,98,0,0.96,0.9,0.883,2.66800342465753
95710589,1996,3,75,0,0.991,0.907,0.857,2.66629109589041
95711267,1996,3.727,120,1,0.908,0.91,0.896,2.66504623287671
95711964,1996,1.556,110,1,0.902,0.962,0.926,2.66876369863014
95712290,1996,2.5,75,1,0.852,0.937,0.836,2.66714726027397
95712312,1996,0.667,107,0,0.814,0.934,0.775,2.67028595890411
95712317,1996,2.923,102,1,0.78,0.907,0.87,2.66642294520548
95712342,1996,0,86,1,0.936,0.939,0.737,2.67142808219178
95712398,1996,3.071,87,1,0.921,0.938,0.836,2.66616952054794
95712913,1996,3.167,103,1,0.766,0.877,0.91,2.6660051369863
95712917,1996,3.417,91,1,0.865,0.948,0.769,2.66557705479452
95713806,1996,1.818,71,1,0.805,0.96,0.917,2.66831506849315
95714098,1996,2.357,99,1,0.846,0.891,0.654,2.66739212328767
95714483,1996,2.769,89,1,0.786,0.914,0.646,2.66668664383562
95714841,1996,1.684,104,0,0.86,0.808,0.623,2.66854452054794
95714890,1996,2.286,93,1,0.684,0.915,0.816,2.66751369863014
95714891,1996,2.286,103,1,0.799,0.941,0.857,2.66751369863014
95715323,1996,3,81,0,0.605,0.939,0.835,2.66629109589041
95715327,1996,1.4,89,1,0.663,0.928,0.893,2.66903082191781
95715393,1996,3.667,119,1,0.848,0.932,0.498,2.66514897260274
95715952,1996,4,119,1,0.767,0.951,0.905,2.66457876712329
95715983,1996,2.333,106,0,0.637,0.96,0.846,2.66743321917808
95715986,1996,3.143,96,1,0.641,0.917,0.958,2.66604623287671
95715988,1996,3.857,114,1,0.637,0.96,0.846,2.66482363013699
95716150,1996,2.714,75,1,0.715,0.896,0.897,2.66678082191781
95716234,1996,1.667,118,1,0.998,0.958,0.889,2.66857363013699
95716339,1996,2.786,99,1,0.701,0.906,0.847,2.66665753424657
95716882,1996,2.25,8,0,0.802,0.94,0.901,2.66757534246575
95716904,1996,2.917,99,1,0.844,0.804,0.827,2.66643321917808
95716970,1996,4,107,1,0.673,0.956,0.866,2.66457876712329
95716976,1996,4,104,1,0.673,0.956,0.866,2.66457876712329
95717919,1996,3.667,104,1,0.612,0.957,0.922,2.66514897260274
95717957,1996,3.143,106,1,0.924,0.921,0.898,2.66604623287671
95718296,1996,3,79,1,0.644,0.926,0.71,2.66629109589041
95718482,1996,1,87,1,0.783,0.935,0.896,2.66971575342466
95718486,1996,3.357,89,1,0.814,0.945,0.956,2.66567979452055
95718684,1996,3.786,106,1,0.753,0.862,0.797,2.66494520547945
95718886,1996,2.929,104,1,0.818,0.855,0.957,2.66641267123288
95719936,1996,2.5,87,1,0.791,0.86,0.995,2.66714726027397
95719937,1996,3,79,1,0.937,0.96,0.887,2.66629109589041
96316056,1996,2.133,73,1,0.999,0.955,0.895,2.66777568493151
96316453,1996,0.077,79,1,0.896,0.893,0.923,2.67129623287671
96374975,1996,2.25,106,1,0.817,0.919,0.883,2.66757534246575
96374976,1996,2,116,1,0.817,0.919,0.883,2.66800342465753
96500920,1996,4,107,1,0.694,0.961,0.796,2.66457876712329
96571605,1996,3.286,108,1,0.758,0.907,0.901,2.66580136986301
96572387,1996,1.625,71,1,0.772,0.945,0.888,2.6686455479452
96572874,1996,2,87,0,0.478,0.9,0.777,2.66800342465753
96572976,1996,1.286,90,0,0.763,0.896,0.826,2.66922602739726
96572982,1996,2.444,95,1,0.699,0.949,0.921,2.66724315068493
96572985,1996,3.438,81,1,0.462,0.922,0.822,2.66554109589041
96573949,1996,3.6,103,1,0.83,0.938,0.872,2.66526369863014
96573950,1996,2.615,104,1,0.954,0.887,0.884,2.66695034246575
96575806,1996,2.5,99,1,0.57,0.965,0.924,2.66714726027397
96579261,1996,2.583,83,1,0.865,0.862,0.777,2.6670051369863
96579268,1996,2.833,107,1,0.71,0.953,0.837,2.66657705479452
96579968,1996,4,116,1,0.808,0.951,0.801,2.66457876712329
96619067,1996,2.813,110,1,0.764,0.847,0.51,2.66661130136986
96619960,1996,2.625,103,1,0.764,0.847,0.51,2.66693321917808
96710094,1996,1.583,82,0,0.924,0.937,0.814,2.66871746575342
96710438,1996,2.833,46,1,0.7,0.974,0.63,2.66657705479452
96710839,1996,3.071,107,1,0.93,0.955,0.831,2.66616952054794
96710970,1996,2.125,100,1,0.88,0.888,0.924,2.66778938356164
96711075,1996,2.471,82,1,0.897,0.935,0.875,2.66719691780822
96712146,1996,1.222,90,1,0.855,0.91,0.856,2.66933561643836
96712299,1996,2.5,90,1,0.852,0.937,0.836,2.66714726027397
96712916,1996,2.917,81,0,0.853,0.869,0.865,2.66643321917808
96713195,1996,2.75,103,1,0.852,0.959,0.919,2.66671917808219
96713338,1996,3.727,111,1,0.922,0.877,0.84,2.66504623287671
96713395,1996,3,87,1,0.787,0.91,0.861,2.66629109589041
96714083,1996,3.313,106,1,0.813,0.927,0.86,2.6657551369863
96714216,1996,2.538,81,1,0.757,0.916,0.854,2.66708219178082
96715164,1996,3.692,119,1,0.588,0.934,0.975,2.66510616438356
96715228,1996,0.583,74,0,0.691,0.941,0.863,2.67042979452055
96715260,1996,2.154,87,1,0.529,0.897,0.932,2.6677397260274
96715281,1996,3.733,115,1,0.781,0.934,0.823,2.66503595890411
96715287,1996,3.286,98,1,0.781,0.934,0.823,2.66580136986301
96715355,1996,2.056,95,1,0.766,0.955,0.935,2.66790753424657
96715932,1996,2.444,106,1,0.699,0.897,0.822,2.66724315068493
96715935,1996,0.556,95,0,0.699,0.897,0.822,2.67047602739726
96715982,1996,2.857,116,1,0.781,0.934,0.823,2.66653595890411
96715987,1996,3.857,98,1,0.781,0.934,0.823,2.66482363013699
96716015,1996,1.5,103,1,0.864,0.948,0.811,2.66885958904109
96716667,1996,2.273,108,1,0.946,0.943,0.898,2.66753595890411
96716905,1996,2.417,89,1,0.792,0.851,0.842,2.66728938356164
96716930,1996,2.5,73,1,0.977,0.971,0.901,2.66714726027397
96716975,1996,2.455,118,1,0.673,0.956,0.866,2.66722431506849
96717050,1996,1.688,82,1,0.501,0.955,0.885,2.66853767123288
96717154,1996,2.857,108,1,0.861,0.885,0.835,2.66653595890411
96717168,1996,3.077,112,1,0.894,0.948,0.815,2.66615924657534
96717354,1996,3.25,108,1,0.827,0.973,0.92,2.66586301369863
