aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu
97572313,1994,2.923,103,0,0.766,0.877,0.91
97572323,1992,1.143,89,1,0.589,0.887,0.836
97572324,1995,1.9,81,1,0.589,0.887,0.836
97572362,1992,2.833,100,1,0.806,0.955,0.939
97572381,1995,2.833,91,1,0.699,0.949,0.921
97572387,1991,2,85,1,0.699,0.949,0.921
97572464,1994,1.917,104,1,0.791,0.944,0.849
97572860,1995,3.846,116,1,0.806,0.955,0.939
97572861,1991,2.692,106,1,0.806,0.955,0.939
97572870,1993,2.714,111,1,0.6,0.945,0.97
97572914,1994,3.643,106,1,0.777,0.958,0.79
97572921,1994,1.5,99,1,0.589,0.887,0.836
97572926,1996,1,87,1,0.589,0.887,0.836
97572947,1992,1.857,106,1,0.904,0.86,0.567
97572967,1996,3.786,112,1,0.847,0.921,0.897
97572980,1995,1.188,91,1,0.699,0.949,0.921
97572996,1993,3.357,102,1,0.852,0.937,0.836
97573210,1992,2.5,93,0,0.703,0.92,0.843
97573293,1994,0.9,104,1,0.783,0.938,0.705
97573333,1994,3.533,110,1,0.758,0.96,0.73
97573496,1994,3,107,1,0.787,0.91,0.861
97573612,1992,2.375,106,1,0.567,0.918,0.879
97573616,1991,2.444,115,1,0.567,0.918,0.879
97573910,1992,1,115,1,0.767,0.934,0.845
97573916,1996,1.125,103,1,0.78,0.955,0.933
97573933,1991,3.143,106,1,0.943,0.939,0.784
97573942,1992,2,103,1,0.83,0.938,0.872
97573943,1991,3.125,107,1,0.83,0.938,0.872
97573953,1991,4,114,1,0.992,0.875,0.843
97573954,1992,2.438,106,1,0.829,0.95,0.789
97573957,1993,3.867,112,1,0.728,0.92,0.813
97574044,1991,1.909,118,0,0.824,0.907,0.857
97574089,1994,2,90,0,0.907,0.948,0.805
97574090,1992,1.846,7,1,0.847,0.803,0.916
97574091,1992,1.5,90,0,0.718,0.922,0.819
97574102,1994,2.5,107,1,0.74,0.951,0.824
97574126,1991,2.786,83,1,0.811,0.856,0.453
97574127,1991,3.643,120,1,0.737,0.858,0.806
97574142,1991,2.167,100,1,0.855,0.937,0.866
97574300,1995,3.5,119,1,0.812,0.89,0.881
97574303,1995,3.25,106,1,0.493,0.956,0.762
97574406,1992,2.917,107,1,0.831,0.946,0.89
97574407,1992,3.25,107,1,0.93,0.955,0.952
97574413,1991,3.643,83,1,0.66,0.946,0.885
97574419,1994,1.462,108,0,0.595,0.93,0.793
97574433,1992,2.286,83,0,0.995,0.941,0.936
97574490,1993,2.8,115,1,0.362,0.954,0.913
97574498,1993,2.5,106,1,0.751,0.913,0.882
97574703,1993,2.385,108,1,0.251,0.904,0.917
97574707,1992,3.267,114,1,0.673,0.728,0.77
97574739,1992,0.429,111,0,0.908,0.913,0.676
97574815,1992,1.733,98,1,0.805,0.902,0.867
97574835,1992,2.25,118,1,0.826,0.923,0.77
97574839,1992,1.786,83,1,0.768,0.89,0.668
97575020,1991,2.429,95,1,0.597,0.935,0.924
97575092,1992,3.667,115,1,0.767,0.901,0.899
97575096,1994,2.786,120,1,0.851,0.882,0.957
97575153,1992,2,83,1,0.767,0.951,0.905
97575154,1992,3.214,103,1,0.765,0.883,0.885
97575194,1992,2.25,99,1,0.997,0.776,0.884
97575199,1994,3.867,119,1,0.782,0.938,0.908
97575219,1992,3.5,114,1,0.788,0.915,0.896
97575240,1994,3.5,116,1,0.757,0.867,0.761
97575254,1992,2.769,102,1,0.646,0.853,0.627
97575262,1991,3.857,122,1,0.529,0.897,0.932
97575267,1994,3.6,110,1,0.658,0.952,0.962
97575287,1993,4,115,1,0.781,0.934,0.823
97575296,1992,3.917,112,1,0.851,0.882,0.957
97575303,1995,3.125,77,1,0.926,0.956,0.918
97575312,1993,4,116,1,0.905,0.913,0.921
97575331,1994,2.111,114,1,0.822,0.904,0.778
97575335,1993,3.375,107,1,0.98,0.907,0.845
97575356,1992,4,116,1,0.765,0.883,0.885
97575366,1993,1.875,118,1,0.588,0.934,0.975
97575375,1994,2.067,119,1,0.564,0.931,0.991
97575398,1991,3.083,111,1,0.814,0.942,0.914
97575409,1991,2.5,108,1,0.859,0.917,0.948
97575463,1992,1.5,120,1,0.854,0.975,0.959
97575471,1994,2.267,102,1,0.564,0.931,0.991
97575529,1994,1.5,89,1,0.629,0.947,0.882
97575800,1993,3.125,73,1,0.926,0.956,0.918
97575820,1992,3.231,106,1,0.563,0.921,0.895
97575918,1993,3.125,110,1,0.634,0.908,0.853
97575940,1994,3.429,98,1,0.821,0.894,0.829
97575942,1993,2.583,89,1,0.762,0.912,0.574
97575946,1992,2.154,89,1,0.685,0.889,0.715
97575964,1993,2.375,91,1,0.529,0.897,0.932
97575987,1991,2.917,87,1,0.641,0.917,0.958
97575994,1991,3.231,104,1,0.749,0.935,0.94
97575997,1993,3.357,90,1,0.781,0.89,0.809
97576061,1992,2,90,1,0.919,0.928,0.811
97576148,1996,1.25,73,0,0.985,0.949,0.892
97576261,1994,3.857,115,1,0.946,0.943,0.898
97576289,1993,1.417,98,1,0.936,0.923,0.933
97576316,1993,1.091,102,1,0.932,0.886,0.629
97576367,1992,3.333,120,1,0.611,0.839,0.672
97576406,1991,3.917,106,1,0.914,0.873,0.857
97576411,1991,2.429,112,1,0.963,0.943,0.805
97576451,1991,2.5,115,1,0.631,0.897,0.879
97576452,1994,1.818,85,1,0.992,0.892,0.86
97576486,1993,0.167,95,0,0.907,0.927,0.806
97576535,1991,4,114,1,0.856,0.845,0.722
97576566,1991,2.25,120,1,0.659,0.787,0.934
97576594,1992,1.417,98,1,0.872,0.926,0.93
97576619,1991,2.308,115,1,0.838,0.837,0.748
97576622,1993,3.875,112,1,0.954,0.907,0.874
97576635,1993,2.4,108,1,0.98,0.93,0.9
97576663,1991,3.533,91,1,0.969,0.907,0.897
97576667,1992,3.143,112,1,0.651,0.905,0.887
97576673,1993,2.75,90,1,0.987,0.922,0.815
97576784,1994,4,115,1,0.887,0.884,0.815
97576866,1991,3.333,104,1,0.979,0.916,0.833
97576913,1993,2.714,103,1,0.983,0.911,0.77
97576924,1994,0.333,78,1,0.918,0.86,0.837
97577068,1992,2.417,107,1,0.949,0.93,0.91
97577122,1991,3.714,119,1,0.867,0.892,0.799
97577123,1992,2.714,116,1,0.916,0.93,0.869
97577127,1996,3.143,110,1,0.867,0.892,0.799
97577167,1992,1.833,93,1,0.657,0.947,0.832
97577229,1994,3.143,106,1,0.952,0.916,0.78
97577322,1991,3.286,114,1,0.764,0.847,0.51
97577511,1991,3.455,100,1,0.984,0.922,0.938
97577588,1991,2.071,99,1,0.763,0.918,0.864
97577717,1992,1.5,74,1,0.909,0.907,0.707
97577865,1993,2.333,91,1,0.894,0.948,0.815
97577922,1995,2.714,107,1,0.818,0.932,0.927
97577927,1993,2.857,118,1,0.818,0.932,0.927
97577961,1992,2.667,114,1,0.728,0.942,0.862
97578005,1992,1.714,90,1,0.781,0.897,0.829
97578112,1993,3.167,102,1,0.663,0.951,0.902
97578122,1994,2.333,89,1,0.904,0.882,0.881
97578132,1993,2.667,114,1,0.874,0.905,0.821
97578149,1993,3,91,1,0.817,0.928,0.739
97578211,1991,1.667,108,1,0.788,0.927,0.935
97578219,1991,2.5,91,1,0.783,0.912,0.718
97578245,1994,3,119,1,0.77,0.937,0.81
97578290,1993,2.583,94,1,0.644,0.926,0.71
97578298,1993,2.273,115,1,0.543,0.933,0.72
97578314,1992,1.5,91,1,0.783,0.912,0.718
97578317,1994,3.375,103,1,0.81,0.923,0.887
97578394,1994,2.667,107,1,0.769,0.916,0.683
97578442,1992,2.75,111,1,0.903,0.948,0.868
97578496,1991,2.833,106,1,0.411,0.914,0.67
97578532,1991,2.417,107,1,0.95,0.905,0.86
97578580,1994,1.25,94,1,0.783,0.935,0.896
97578585,1992,3.643,106,1,0.953,0.942,0.914
97578690,1993,4,103,1,0.555,0.932,0.832
97578812,1991,1.5,114,0,0.788,0.927,0.935
97578823,1994,2.083,103,1,0.74,0.932,0.896
97578883,1994,1.375,79,1,0.824,0.893,0.739
97578911,1994,3.5,96,1,0.81,0.923,0.887
97578980,1992,2.286,96,1,0.618,0.928,0.655
97579232,1994,2.571,83,1,0.837,0.84,0.842
97579237,1991,3.5,116,1,0.779,0.944,0.984
97579238,1993,2.125,90,1,0.866,0.932,0.948
97579263,1993,4,107,1,0.961,0.925,0.839
97579268,1995,1.818,98,1,0.564,0.922,0.817
97579274,1992,2.833,93,1,0.825,0.944,0.734
97579293,1996,2.125,83,1,0.785,0.958,0.822
97579295,1992,1.5,81,1,0.738,0.952,0.798
97579298,1991,2.125,119,1,0.795,0.938,0.838
97579338,1991,2.5,90,1,0.979,0.969,0.863
97579935,1994,2.625,98,1,0.791,0.86,0.995
97579946,1994,1.917,107,1,0.979,0.921,0.697
97579948,1991,2.25,114,1,0.979,0.921,0.697
97579960,1995,2.6,83,1,0.98,0.863,0.844
97579963,1995,3.154,108,1,0.609,0.948,0.883
97579986,1995,3.75,118,1,0.972,0.903,0.848
97579987,1992,2.643,107,1,0.748,0.908,0.886
97579996,1993,4,119,1,0.804,0.951,0.833
97590354,1996,2.429,90,1,0.914,0.976,0.965
97606524,1994,2.8,106,1,0.697,0.905,0.737
97608374,1994,1.75,87,1,0.926,0.935,0.871
97608870,1994,2.231,103,1,0.817,0.794,0.736
97608972,1992,2.667,103,1,0.994,0.952,0.91
97614378,1992,2.875,91,1,0.817,0.919,0.883
97614777,1991,1.75,83,1,0.731,0.926,0.912
97614875,1991,3.286,120,1,0.837,0.935,0.895
97619466,1994,3.8,119,1,0.723,0.962,0.938
97619969,1995,4,115,1,0.816,0.98,0.881
97646225,1993,1.4,103,0,0.884,0.907,0.872
97676956,1994,2.917,93,1,0.977,0.905,0.888
97678071,1992,3.917,104,1,0.994,0.952,0.91
97678274,1994,2.077,87,1,0.727,0.846,0.882
97678371,1993,2.667,106,1,0.619,0.899,0.79
97678577,1993,1.917,107,1,0.926,0.935,0.871
97678678,1992,3.917,119,1,0.926,0.935,0.871
97678773,1992,2.917,106,1,0.864,0.944,0.829
97710114,1996,1.286,89,0,0.75,0.94,0.845
97710115,1996,3.154,108,1,0.942,0.93,0.964
97710183,1996,4,112,1,0.812,0.864,0.794
97710198,1996,3.333,78,1,0.924,0.913,0.782
97710486,1995,2.286,86,0,0.964,0.924,0.829
97710657,1995,2.857,94,1,0.955,0.915,0.742
97710686,1996,2.714,107,1,0.991,0.907,0.857
97710915,1996,2.929,96,1,0.874,0.933,0.963
97712240,1996,2.5,90,1,0.725,0.964,0.924
97712279,1996,3.9,106,1,0.643,0.94,0.852
97712290,1996,2.571,95,1,0.921,0.938,0.836
97712349,1995,1.75,103,1,0.936,0.939,0.737
97712972,1995,3.091,91,1,0.529,0.949,0.781
97712990,1995,3.071,93,1,0.852,0.937,0.836
97712994,1996,1.714,82,1,0.921,0.938,0.836
97712995,1995,2.286,108,1,0.921,0.938,0.836
97712998,1994,3.429,102,1,0.852,0.937,0.836
97712999,1996,2.615,90,1,0.852,0.937,0.836
97713039,1996,2.154,83,1,0.989,0.912,0.888
97713236,1996,3.267,104,1,0.942,0.905,0.925
97713607,1996,0.688,85,0,0.839,0.94,0.773
97714011,1996,2.167,82,1,0.992,0.931,0.765
97714021,1995,3.933,111,1,0.932,0.922,0.817
97714046,1995,2.727,106,1,0.943,0.937,0.94
97714097,1995,1.333,106,0,0.684,0.915,0.816
97714214,1995,0.8,86,0,0.989,0.939,0.866
97714480,1996,3.571,118,1,0.813,0.927,0.86
97714894,1995,3.231,87,0,0.724,0.902,0.899
97714933,1996,3,83,1,0.99,0.929,0.827
97714981,1996,3,110,1,0.841,0.934,0.708
97714991,1996,0,81,0,0.977,0.921,0.763
97715351,1995,3.071,104,1,0.862,0.939,0.963
97715363,1995,3,107,1,0.588,0.934,0.975
97715953,1996,2.524,102,1,0.766,0.955,0.935
97715983,1996,3.5,87,1,0.641,0.917,0.958
97715987,1996,2.429,116,1,0.641,0.917,0.958
97715989,1995,2.429,93,1,0.69,0.942,0.856
97716065,1995,2.286,104,1,0.979,0.916,0.833
97716090,1994,2.333,107,1,0.93,0.904,0.921
97716098,1995,2.75,104,1,0.747,0.917,0.901
97716153,1996,1.722,91,1,0.893,0.93,0.961
97716160,1996,2.917,103,1,0.979,0.916,0.833
97716162,1995,2.091,102,1,0.677,0.803,0.853
97716216,1995,2.067,91,1,0.963,0.943,0.805
97716316,1995,3.526,108,1,0.922,0.946,0.816
97716318,1996,2.333,98,1,0.964,0.942,0.769
97716335,1996,2.7,118,1,0.977,0.901,0.904
97716338,1996,3.4,71,1,0.908,0.939,0.863
97716880,1995,3.778,115,1,0.881,0.92,0.831
97716884,1996,2.75,93,1,0.733,0.917,0.878
97716976,1996,3.571,90,1,0.98,0.945,0.978
97716977,1996,3.65,104,1,0.673,0.956,0.866
97717059,1996,2,87,1,0.93,0.898,0.962
97717162,1996,1.571,106,0,0.728,0.942,0.862
97717867,1996,1.571,86,1,0.678,0.927,0.886
97717958,1995,4,106,1,0.864,0.952,0.881
97717964,1995,2.857,94,1,0.647,0.931,0.832
97718040,1996,3,115,1,0.966,0.927,0.833
97718109,1995,1.125,73,1,0.755,0.969,0.965
97718147,1995,2.333,103,1,0.914,0.936,0.846
97718185,1995,1.294,77,0,0.618,0.928,0.655
97718192,1996,3.125,107,1,0.877,0.957,0.834
97718212,1995,1.75,103,1,0.788,0.927,0.935
97718277,1996,4,115,1,0.951,0.936,0.848
97718314,1995,3,108,1,0.783,0.912,0.718
97718375,1996,1.667,96,1,0.827,0.846,0.739
97718384,1995,0.714,70,0,0.814,0.945,0.956
97718888,1996,3.286,107,1,0.914,0.932,0.911
97718910,1995,0.941,79,1,0.783,0.912,0.718
97718940,1995,1.579,103,1,0.903,0.948,0.868
97718960,1995,2,103,1,0.94,0.927,0.929
97718990,1996,4,95,1,0.819,0.956,0.962
97718993,1996,1.875,86,1,0.5,0.908,0.846
97718995,1995,3.5,99,1,0.411,0.914,0.67
97719278,1995,2,91,1,0.819,0.952,0.803
98316359,1995,2.923,90,1,0.896,0.893,0.923
98500013,1993,1.5,87,0,0.848,0.927,0.634
98500210,1992,1,82,0,0.754,0.963,0.695
98500510,1993,3,106,1,0.894,0.895,0.981
98500659,1992,1.833,96,1,0.962,0.931,0.968
98500831,1991,2.5,106,1,0.82,0.954,0.845
98500910,1991,4,120,1,0.597,0.862,0.799
98500924,1992,2.7,69,1,0.51,0.923,0.79
98500927,1991,3.2,102,1,0.749,0.917,0.857
98500988,1993,3,86,1,0.965,0.932,0.696
98503002,1993,2.667,108,1,0.892,0.955,0.945
98504005,1995,3.583,116,1,0.85,0.972,0.988
98504108,1994,3.167,108,1,0.746,0.939,0.885
98504280,1991,3.417,111,1,0.654,0.873,0.753
98504304,1992,2.5,104,1,0.648,0.93,0.892
98504524,1994,3.467,57,1,1,0.945,0.988
98504600,1996,3.5,120,1,0.811,0.91,0.974
98504806,1996,3.214,108,1,0.468,0.966,0.927
98504843,1992,4,102,1,0.87,0.92,0.788
98506073,1994,3,115,1,0.94,0.915,0.777
98506180,1991,3.583,122,1,0.907,0.927,0.806
98506201,1991,3.875,104,1,0.914,0.873,0.857
98506355,1992,2.786,111,1,0.973,0.906,0.919
98506356,1992,3,106,1,0.984,0.947,0.89
98506425,1992,2.417,87,1,0.943,0.927,0.86
98506629,1992,2.75,93,1,0.943,0.927,0.86
98506683,1992,3.5,102,1,0.867,0.926,0.811
98506942,1991,2.333,110,1,0.955,0.906,0.974
98506994,1991,2.583,93,1,0.739,0.93,0.958
98507316,1992,4,120,1,0.78,0.919,0.958
98508237,1993,1.833,110,0,0.95,0.905,0.86
98508239,1994,1.5,102,1,0.941,0.925,0.904
98508322,1991,3,98,1,0.913,0.885,0.908
98508984,1992,3.071,99,1,0.914,0.932,0.911
98540352,1992,2,75,1,0.804,0.926,0.861
98544206,1995,2.5,120,1,0.596,0.889,0.907
98546321,1994,3.273,112,1,0.974,0.943,0.629
98570122,1992,0.625,95,1,0.839,0.905,0.881
98570232,1994,1.5,119,0,0.891,0.932,0.901
98570233,1991,3.692,108,1,0.444,0.924,0.861
98570271,1993,3.667,108,1,0.933,0.88,0.822
98570385,1993,2.143,108,1,0.958,0.948,0.857
98570388,1991,1.286,89,1,0.862,0.904,0.861
98570399,1994,2,104,1,0.924,0.913,0.782
98570423,1992,2.556,96,1,0.839,0.905,0.881
98570896,1993,1.667,106,1,0.89,0.918,0.836
98570899,1991,3.583,119,1,0.701,0.887,0.799
98570914,1991,2.615,96,1,0.958,0.951,0.999
98570920,1994,2.429,104,1,0.794,0.906,0.813
98570923,1996,1.909,100,1,0.823,0.908,0.727
98571012,1996,1.778,102,1,0.843,0.913,0.76
98571014,1991,2.625,82,1,0.843,0.913,0.76
98571071,1991,1,86,0,0.942,0.921,0.917
98571107,1994,1.125,107,1,0.737,0.847,0.901
98571252,1994,3.286,110,1,0.728,0.914,0.834
98571272,1993,2.167,74,1,0.774,0.942,0.881
98571311,1994,3.444,104,1,0.843,0.913,0.76
98571319,1992,1.571,111,1,0.604,0.961,0.908
98571355,1993,3.5,108,1,0.935,0.943,0.88
98571400,1994,2.571,102,1,0.911,0.909,0.919
98571407,1994,1.857,91,1,0.704,0.913,0.87
98571605,1991,3.875,114,1,0.545,0.936,0.821
98571669,1991,2.429,85,1,0.976,0.912,0.848
98571910,1993,3.125,115,1,0.604,0.949,0.921
98571911,1992,3.25,94,1,0.604,0.961,0.908
98571917,1993,1.714,107,1,0.604,0.961,0.908
98571971,1992,1.769,73,1,0.885,0.937,0.89
98572077,1992,2.786,94,1,0.836,0.958,0.795
98572163,1996,2.615,75,1,0.613,0.936,0.954
98572171,1993,3.111,116,1,0.471,0.962,0.955
98572173,1992,3,102,1,0.913,0.943,0.851
98572261,1993,3.833,115,1,0.797,0.943,0.986
98572281,1996,2.615,91,1,0.699,0.949,0.921
98572283,1991,3,94,1,0.462,0.922,0.822
98572291,1992,3.786,118,1,0.921,0.938,0.836
98572348,1993,3.5,112,1,0.936,0.939,0.737
98572360,1996,4,107,1,0.757,0.936,0.817
98572368,1991,2.8,99,1,0.613,0.936,0.954
98572379,1992,2.375,91,1,0.919,0.889,0.771
98572448,1991,2.167,115,1,0.685,0.91,0.811
98572909,1992,3.214,106,1,0.651,0.921,0.752
98572910,1993,1.667,98,1,0.78,0.907,0.87
98572913,1993,3.5,103,1,0.777,0.958,0.79
98572926,1993,1,108,1,0.589,0.887,0.836
98572980,1991,3.167,106,1,0.699,0.949,0.921
98572981,1991,4,119,1,0.919,0.952,0.919
98572983,1992,3.588,111,1,0.919,0.952,0.919
98572984,1996,3.375,102,1,0.919,0.952,0.919
98572985,1995,3.125,104,1,0.744,0.94,0.936
98572999,1993,2.643,83,0,0.79,0.9,0.887
98573017,1992,2.375,90,1,0.711,0.918,0.91
98573019,1994,3.143,108,1,0.935,0.931,0.856
98573097,1993,3,115,1,0.765,0.918,0.911
98573112,1995,3.571,112,1,0.856,0.927,0.901
98573213,1992,3.222,116,1,0.703,0.92,0.843
98573411,1995,3,103,1,0.767,0.934,0.845
98573892,1992,3.286,119,1,0.804,0.969,0.919
98573955,1992,2.833,115,1,0.99,0.913,0.802
98573956,1994,3.333,111,1,0.784,0.945,0.751
98573959,1992,3.176,107,0,0.935,0.904,0.779
98574034,1992,1.778,116,1,0.784,0.907,0.796
98574106,1994,1.857,108,1,0.857,0.922,0.815
98574193,1993,2.154,89,1,0.704,0.893,0.787
98574218,1992,1.571,79,0,0.88,0.948,0.831
98574296,1993,3.5,106,1,0.876,0.934,0.835
98574387,1994,2.083,94,1,0.812,0.896,0.742
98574399,1994,2.786,106,1,0.696,0.902,0.79
98574485,1994,3.167,111,1,0.933,0.931,0.897
98574491,1992,3.071,115,1,0.702,0.905,0.72
98574640,1992,2.357,89,1,0.973,0.928,0.915
98574727,1993,3.714,103,1,0.971,0.909,0.841
98574787,1994,3.462,120,1,0.654,0.873,0.753
98574806,1991,2.333,8,1,0.785,0.962,0.903
98574900,1991,2.667,94,1,0.732,0.916,0.882
98574906,1994,2.533,122,1,0.741,0.943,0.844
98574941,1993,3.385,112,1,0.694,0.971,0.84
98575036,1992,2.375,81,1,0.827,0.946,0.858
98575103,1995,1.143,107,1,0.872,0.905,0.954
98575122,1991,1.333,102,1,0.584,0.972,0.974
98575157,1994,1.857,86,1,0.766,0.955,0.935
98575175,1994,3.067,116,1,0.564,0.931,0.991
98575190,1993,3.571,112,1,0.99,0.975,0.96
98575197,1994,3.571,103,1,0.886,0.892,0.825
98575204,1993,2.25,107,1,0.783,0.918,0.991
98575246,1996,2.583,115,1,0.363,0.937,0.914
98575317,1991,2.625,103,1,0.788,0.915,0.896
98575355,1991,3.357,115,1,0.458,0.924,0.926
98575384,1994,0.929,107,0,0.525,0.915,0.994
98575386,1994,1.857,86,1,0.914,0.897,0.883
98575403,1991,3.875,115,1,0.721,0.912,0.952
98575623,1991,2.167,93,1,0.744,0.944,0.797
98575808,1996,2.375,90,1,0.863,0.949,0.944
98575874,1994,2.467,108,1,0.564,0.931,0.991
98575902,1992,3,82,1,0.903,0.922,0.876
98575918,1992,1.875,106,1,0.634,0.908,0.853
98575946,1994,2.833,104,1,0.845,0.949,0.934
98575948,1992,3.125,87,1,0.949,0.741,0.806
98575954,1992,1.417,83,0,0.891,0.946,0.906
98576059,1992,2.182,93,1,0.885,0.915,0.815
98576112,1994,1.625,107,1,0.711,0.94,0.792
98576118,1994,4,116,1,0.922,0.946,0.816
98576136,1993,3.833,120,1,0.803,0.899,0.742
98576169,1991,3.786,116,1,0.913,0.919,0.798
98576250,1991,3.333,116,1,0.993,0.872,0.699
98576313,1994,2.643,115,1,0.963,0.943,0.805
98576346,1995,2.25,89,1,0.732,0.956,0.975
98576348,1996,3.25,91,1,0.737,0.953,0.945
98576416,1992,3.125,122,1,0.922,0.946,0.816
98576467,1992,2.5,104,1,0.959,0.903,0.742
98576596,1993,3,115,1,0.851,0.966,0.976
98576600,1994,1.5,103,0,0.841,0.895,0.949
98576637,1994,3,108,1,0.979,0.894,0.833
98576688,1993,4,108,1,0.944,0.894,0.755
98576946,1991,1.286,91,1,0.955,0.928,0.988
98576952,1992,2.417,102,1,0.865,0.937,0.834
98576996,1993,1.615,89,1,0.63,0.95,0.964
98577013,1994,2.154,94,1,0.864,0.933,0.971
98577061,1991,2.417,120,1,0.678,0.927,0.886
98577114,1993,2.455,116,1,0.816,0.925,0.834
98577151,1991,3.385,81,1,0.943,0.962,0.876
98577161,1992,2,107,1,0.817,0.968,0.817
98577165,1992,1.364,118,0,0.728,0.942,0.862
98577169,1993,2.714,102,1,0.738,0.906,0.775
98577181,1994,1.267,74,0,0.731,0.953,0.867
98577226,1991,3.286,120,1,0.689,0.848,0.673
98577327,1995,2.429,110,1,0.76,0.84,0.725
98577328,1994,1.714,103,1,0.694,0.93,0.903
98577925,1991,2.714,120,1,0.801,0.634,0.59
98577954,1993,3.167,107,1,0.996,0.871,0.857
98578043,1992,3.778,115,1,0.73,0.956,0.773
98578079,1993,1.3,106,1,0.731,0.862,0.793
98578198,1993,4,104,1,0.702,0.956,0.788
98578207,1994,1.286,96,1,0.812,0.935,0.944
98578267,1994,2.833,106,1,0.796,0.915,0.856
98578299,1992,2,82,1,0.678,0.945,0.893
98578308,1992,2.167,90,1,0.888,0.95,0.947
98578316,1991,3.333,91,1,0.982,0.91,0.894
98578334,1994,2.5,98,0,0.928,0.952,0.857
98578346,1991,3.333,93,1,0.89,0.945,0.903
98578348,1993,3,119,1,0.77,0.937,0.81
98578397,1991,2.333,104,1,0.743,0.919,0.69
98578417,1993,2.5,85,1,0.714,0.933,0.862
98578438,1994,3.833,106,1,0.941,0.925,0.904
98578448,1991,2.7,112,1,0.89,0.945,0.903
98578495,1992,2.75,106,1,0.555,0.932,0.832
98578548,1993,3,83,1,0.817,0.928,0.739
98578582,1993,1.286,71,1,0.914,0.932,0.911
98578723,1994,3.25,106,1,0.904,0.882,0.881
98578747,1994,2.875,114,1,0.817,0.928,0.739
98578767,1992,2.714,114,1,0.989,0.91,0.83
98578980,1992,3.357,90,1,0.753,0.976,0.935
98579239,1993,2.857,108,1,0.956,0.972,0.87
98579373,1991,2.5,85,1,0.819,0.952,0.803
98579930,1991,2.8,90,1,0.683,0.935,0.834
98579937,1993,3.375,75,1,0.503,0.95,0.94
98579938,1993,1.571,83,1,0.876,0.936,0.93
98579939,1993,1.778,82,1,0.726,0.942,0.918
98579940,1994,2.25,104,1,0.979,0.921,0.697
98579945,1996,3,90,1,0.979,0.921,0.697
98579948,1995,1.833,86,1,0.979,0.921,0.697
98579966,1994,3,94,1,0.808,0.951,0.801
98579968,1992,3.167,106,1,0.741,0.953,0.902
98579969,1996,2.643,108,1,0.718,0.943,0.932
98579976,1993,1,119,0,0.873,0.957,0.855
98579979,1991,1.417,111,1,0.819,0.952,0.803
98579991,1991,2.5,103,1,0.795,0.938,0.838
98606027,1992,0.778,100,0,0.841,0.971,0.945
98606822,1992,2.25,119,1,0.544,0.793,0.702
98606929,1994,2,83,1,0.761,0.939,0.914
98608876,1992,2.667,108,1,0.986,0.929,0.862
98619063,1993,3,110,1,0.764,0.847,0.51
98619068,1992,2.875,112,1,0.764,0.847,0.51
98619162,1994,3.867,114,1,0.816,0.98,0.881
98619360,1994,3.375,112,1,0.667,0.942,0.853
98619368,1996,2.154,106,1,0.723,0.962,0.938
98619466,1996,3.25,95,1,0.816,0.98,0.881
98619963,1994,4,119,1,0.723,0.962,0.938
98619965,1994,3.267,116,0,0.928,0.958,0.93
98619967,1992,1.875,116,1,0.928,0.958,0.93
98636350,1992,2.333,107,1,0.977,0.905,0.888
98646328,1992,2.733,108,1,0.799,0.932,0.849
98676254,1992,3.25,91,1,0.926,0.874,0.842
98676352,1994,3.5,91,1,0.977,0.905,0.888
98676651,1995,1.214,95,1,0.977,0.905,0.888
98676853,1994,2.667,102,1,0.926,0.874,0.842
98710078,1995,3,102,1,0.963,0.929,0.9
98710135,1996,3.077,103,1,0.769,0.947,0.781
98710156,1996,2.143,86,1,0.907,0.9,0.792
98710175,1996,1.625,94,1,0.947,0.934,0.905
98710195,1995,2.333,103,1,0.89,0.918,0.836
98710250,1996,2.5,73,1,0.78,0.838,0.741
98710293,1996,3.917,99,1,0.924,0.913,0.782
98710672,1995,3.438,106,1,0.901,0.968,0.936
98710991,1996,3.25,98,1,0.701,0.887,0.799
98711077,1996,3.417,96,1,0.872,0.954,0.972
98712214,1995,1.917,102,1,0.853,0.869,0.865
98712216,1996,3.231,104,1,0.78,0.907,0.87
98712247,1995,2.667,75,1,0.855,0.91,0.856
98712295,1995,3.786,111,1,0.852,0.937,0.836
98712941,1996,3.5,111,1,0.875,0.921,0.829
98712973,1996,1.5,86,1,0.471,0.962,0.955
98712976,1995,4,102,1,0.529,0.949,0.781
98713391,1995,2.429,108,1,0.762,0.93,0.93
98713806,1996,2.071,104,1,0.72,0.939,0.708
98713992,1996,2,110,1,0.83,0.959,0.909
98714025,1996,3.857,116,1,0.894,0.891,0.785
98714097,1995,2.091,87,1,0.856,0.696,0.816
98714198,1995,0.667,75,0,0.837,0.93,0.735
98714282,1996,3.538,119,1,0.654,0.873,0.753
98714312,1995,1.063,82,1,0.893,0.884,0.853
98714325,1996,3.143,90,1,0.674,0.884,0.818
98714380,1995,0.636,94,0,0.964,0.918,0.852
98714481,1996,1.833,89,1,0.654,0.873,0.753
98714888,1996,3.5,104,1,0.907,0.948,0.805
98714928,1996,3.286,103,1,0.674,0.884,0.818
98714991,1996,2.667,112,1,0.87,0.909,0.912
98715023,1996,3.2,110,1,0.663,0.928,0.893
98715097,1996,3.889,104,1,0.847,0.921,0.869
98715191,1996,1.375,78,1,0.953,0.93,0.838
