aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu,avg_peer_gpa
95593009,1992,3.75,114,1,0.72,0.939,0.87,2.59096302003082
95619165,1992,4,118,1,0.667,0.942,0.853,2.59057781201849
95646127,1992,2,110,1,0.458,0.961,0.907,2.5936594761171
96500658,1992,2.2,111,1,0.977,0.921,0.673,2.59335130970724
96503202,1992,2.5,70,0,0.924,0.923,0.889,2.59288906009245
96504341,1992,2.462,116,1,0.932,0.932,0.936,2.59294761171032
96506354,1992,2.417,89,1,0.935,0.891,0.851,2.59301694915254
96506929,1992,1,75,1,0.921,0.904,0.798,2.59520030816641
96506942,1992,4,108,1,0.971,0.939,0.813,2.59057781201849
96508834,1992,1.462,106,0,0.941,0.925,0.904,2.59448844375963
96508876,1992,3.25,102,1,0.954,0.923,0.896,2.59173343605547
96570059,1992,2.692,99,1,0.902,0.96,0.879,2.59259322033898
96570072,1992,3.5,118,1,0.88,0.888,0.924,2.59134822804314
96570819,1992,2,116,1,0.874,0.933,0.963,2.5936594761171
96571709,1992,2.625,120,1,0.552,0.921,0.854,2.59269645608629
96572003,1992,3.286,95,1,0.69,0.879,0.79,2.59167796610169
96572112,1992,2.333,94,1,0.973,0.942,0.81,2.59314637904468
96572227,1992,1.071,95,1,0.862,0.915,0.831,2.59509090909091
96572298,1992,4,104,1,0.852,0.937,0.836,2.59057781201849
96572319,1992,1.083,95,1,0.865,0.948,0.769,2.59507241910632
96572324,1992,3.182,82,1,0.862,0.915,0.831,2.59183821263482
96572364,1992,2.714,116,1,0.737,0.924,0.837,2.5925593220339
96572477,1992,2.333,89,1,0.6,0.945,0.97,2.59314637904468
96572565,1992,1.889,108,1,0.818,0.944,0.755,2.59383050847458
96572664,1992,3.333,119,1,0.847,0.921,0.897,2.59160554699538
96572972,1992,1.778,106,1,0.643,0.94,0.852,2.59400154083205
96573010,1992,1.875,91,1,0.703,0.92,0.843,2.59385208012327
96573108,1992,3.333,110,1,0.901,0.88,0.918,2.59160554699538
96573436,1992,2.929,116,1,0.431,0.828,0.733,2.5922280431433
96573699,1992,2.786,107,1,0.783,0.938,0.705,2.59244838212635
96573999,1992,3.429,108,1,0.783,0.938,0.705,2.59145762711864
96574390,1992,2.25,108,1,0.785,0.889,0.834,2.59327426810478
96574805,1992,2.833,116,1,0.99,0.948,0.352,2.59237596302003
96575017,1992,3.571,108,1,0.708,0.898,0.922,2.59123882896764
96575056,1992,1.786,106,1,0.891,0.946,0.906,2.59398921417565
96575156,1992,1.786,91,1,0.765,0.883,0.885,2.59398921417565
96575355,1992,3,107,1,0.676,0.908,0.727,2.5921186440678
96576087,1992,2.25,122,0,0.907,0.927,0.806,2.59327426810478
96576144,1992,3.75,119,1,0.587,0.956,0.868,2.59096302003082
96576200,1992,3.917,102,1,0.658,0.953,0.864,2.59070570107858
96576203,1992,4,99,1,0.76,0.874,0.847,2.59057781201849
96576212,1992,3.063,112,1,0.922,0.946,0.816,2.59202157164869
96576267,1992,0.889,93,0,0.659,0.787,0.934,2.59537134052388
96576501,1992,1.615,106,1,0.982,0.932,0.801,2.59425269645609
96576922,1992,2.917,114,1,0.983,0.938,0.955,2.59224653312789
96577263,1992,2.143,107,1,0.788,0.946,0.834,2.59343913713405
96578239,1992,2.714,93,0,0.864,0.876,0.911,2.5925593220339
96578266,1992,2.5,102,1,0.782,0.917,0.873,2.59288906009245
96578582,1992,2.714,66,1,0.908,0.854,0.846,2.5925593220339
96578598,1992,3,112,1,0.702,0.956,0.788,2.5921186440678
96578615,1992,2.8,119,1,0.788,0.927,0.935,2.59242681047766
96578896,1992,1.455,85,1,0.555,0.932,0.832,2.59449922958398
96579370,1992,2.917,118,1,0.836,0.948,0.83,2.59224653312789
96579930,1992,2.625,100,1,0.791,0.86,0.995,2.59269645608629
96579932,1992,3.25,96,1,0.726,0.942,0.918,2.59173343605547
96579935,1992,3.25,100,1,0.726,0.942,0.918,2.59173343605547
96579983,1992,3.778,108,1,0.886,0.938,0.856,2.59091987673344
96619061,1992,3.813,120,1,0.764,0.847,0.51,2.59086594761171
96619062,1992,4,120,1,0.764,0.847,0.51,2.59057781201849
96678278,1992,2.25,103,1,0.883,0.915,0.832,2.59327426810478
97500519,1992,1.833,104,1,0.784,0.918,0.9,2.59391679506934
97504208,1992,2.786,99,1,0.484,0.908,0.85,2.59244838212635
97504703,1992,3.167,116,1,0.982,0.941,0.967,2.59186132511556
97506329,1992,2.786,66,1,0.736,0.907,0.883,2.59244838212635
97506696,1992,2.231,104,1,0.824,0.936,0.976,2.59330354391371
97508160,1992,2.833,74,1,0.989,0.91,0.83,2.59237596302003
97546478,1992,2.417,87,1,0.673,0.956,0.866,2.59301694915254
97570472,1992,2.375,95,1,0.88,0.888,0.924,2.59308166409861
97570725,1992,2.3,99,1,0.721,0.909,0.743,2.59319722650231
97570938,1992,3.25,108,1,0.944,0.948,0.995,2.59173343605547
97571600,1992,2.625,104,1,0.622,0.911,0.818,2.59269645608629
97571701,1992,2,112,1,0.552,0.921,0.854,2.5936594761171
97571818,1992,3.75,116,1,0.91,0.965,0.932,2.59096302003082
97571900,1992,3.5,110,1,0.833,0.914,0.845,2.59134822804314
97572000,1992,1.625,100,1,0.864,0.946,0.756,2.59423728813559
97572145,1992,2.167,107,1,0.855,0.91,0.856,2.59340215716487
97572191,1992,2.857,83,1,0.921,0.938,0.836,2.59233898305085
97572282,1992,3.6,112,1,0.824,0.941,0.888,2.59119414483821
97572310,1992,1.462,110,0,0.853,0.869,0.865,2.59448844375963
97572323,1992,1.143,89,1,0.589,0.887,0.836,2.59497996918336
97572362,1992,2.833,100,1,0.806,0.955,0.939,2.59237596302003
97572947,1992,1.857,106,1,0.904,0.86,0.567,2.59387981510015
97573210,1992,2.5,93,0,0.703,0.92,0.843,2.59288906009245
97573612,1992,2.375,106,1,0.567,0.918,0.879,2.59308166409861
97573910,1992,1,115,1,0.767,0.934,0.845,2.59520030816641
97573942,1992,2,103,1,0.83,0.938,0.872,2.5936594761171
97573954,1992,2.438,106,1,0.829,0.95,0.789,2.59298459167951
97574090,1992,1.846,7,1,0.847,0.803,0.916,2.5938967642527
97574091,1992,1.5,90,0,0.718,0.922,0.819,2.59442989214176
97574406,1992,2.917,107,1,0.831,0.946,0.89,2.59224653312789
97574407,1992,3.25,107,1,0.93,0.955,0.952,2.59173343605547
97574433,1992,2.286,83,0,0.995,0.941,0.936,2.593218798151
97574707,1992,3.267,114,1,0.673,0.728,0.77,2.59170724191063
97574739,1992,0.429,111,0,0.908,0.913,0.676,2.59608012326656
97574815,1992,1.733,98,1,0.805,0.902,0.867,2.59407087827427
97574835,1992,2.25,118,1,0.826,0.923,0.77,2.59327426810478
97574839,1992,1.786,83,1,0.768,0.89,0.668,2.59398921417565
97575092,1992,3.667,115,1,0.767,0.901,0.899,2.59109090909091
97575153,1992,2,83,1,0.767,0.951,0.905,2.5936594761171
97575154,1992,3.214,103,1,0.765,0.883,0.885,2.59178890600924
97575194,1992,2.25,99,1,0.997,0.776,0.884,2.59327426810478
97575219,1992,3.5,114,1,0.788,0.915,0.896,2.59134822804314
97575254,1992,2.769,102,1,0.646,0.853,0.627,2.59247457627119
97575296,1992,3.917,112,1,0.851,0.882,0.957,2.59070570107858
97575356,1992,4,116,1,0.765,0.883,0.885,2.59057781201849
97575463,1992,1.5,120,1,0.854,0.975,0.959,2.59442989214176
97575820,1992,3.231,106,1,0.563,0.921,0.895,2.59176271186441
97575946,1992,2.154,89,1,0.685,0.889,0.715,2.59342218798151
97576061,1992,2,90,1,0.919,0.928,0.811,2.5936594761171
97576367,1992,3.333,120,1,0.611,0.839,0.672,2.59160554699538
97576594,1992,1.417,98,1,0.872,0.926,0.93,2.59455778120185
97576667,1992,3.143,112,1,0.651,0.905,0.887,2.59189830508475
97577068,1992,2.417,107,1,0.949,0.93,0.91,2.59301694915254
97577123,1992,2.714,116,1,0.916,0.93,0.869,2.5925593220339
97577167,1992,1.833,93,1,0.657,0.947,0.832,2.59391679506934
97577717,1992,1.5,74,1,0.909,0.907,0.707,2.59442989214176
97577961,1992,2.667,114,1,0.728,0.942,0.862,2.59263174114022
97578005,1992,1.714,90,1,0.781,0.897,0.829,2.5941001540832
97578314,1992,1.5,91,1,0.783,0.912,0.718,2.59442989214176
97578442,1992,2.75,111,1,0.903,0.948,0.868,2.59250385208012
97578585,1992,3.643,106,1,0.953,0.942,0.914,2.59112788906009
97578980,1992,2.286,96,1,0.618,0.928,0.655,2.593218798151
97579274,1992,2.833,93,1,0.825,0.944,0.734,2.59237596302003
97579295,1992,1.5,81,1,0.738,0.952,0.798,2.59442989214176
97579987,1992,2.643,107,1,0.748,0.908,0.886,2.5926687211094
97608972,1992,2.667,103,1,0.994,0.952,0.91,2.59263174114022
97614378,1992,2.875,91,1,0.817,0.919,0.883,2.59231124807396
97678071,1992,3.917,104,1,0.994,0.952,0.91,2.59070570107858
97678678,1992,3.917,119,1,0.926,0.935,0.871,2.59070570107858
97678773,1992,2.917,106,1,0.864,0.944,0.829,2.59224653312789
98500210,1992,1,82,0,0.754,0.963,0.695,2.59520030816641
98500659,1992,1.833,96,1,0.962,0.931,0.968,2.59391679506934
98500924,1992,2.7,69,1,0.51,0.923,0.79,2.59258089368259
98504304,1992,2.5,104,1,0.648,0.93,0.892,2.59288906009245
98504843,1992,4,102,1,0.87,0.92,0.788,2.59057781201849
98506355,1992,2.786,111,1,0.973,0.906,0.919,2.59244838212635
98506356,1992,3,106,1,0.984,0.947,0.89,2.5921186440678
98506425,1992,2.417,87,1,0.943,0.927,0.86,2.59301694915254
98506629,1992,2.75,93,1,0.943,0.927,0.86,2.59250385208012
98506683,1992,3.5,102,1,0.867,0.926,0.811,2.59134822804314
98507316,1992,4,120,1,0.78,0.919,0.958,2.59057781201849
98508984,1992,3.071,99,1,0.914,0.932,0.911,2.5920092449923
98540352,1992,2,75,1,0.804,0.926,0.861,2.5936594761171
98570122,1992,0.625,95,1,0.839,0.905,0.881,2.5957781201849
98570423,1992,2.556,96,1,0.839,0.905,0.881,2.59280277349769
98571319,1992,1.571,111,1,0.604,0.961,0.908,2.59432049306626
98571911,1992,3.25,94,1,0.604,0.961,0.908,2.59173343605547
98571971,1992,1.769,73,1,0.885,0.937,0.89,2.59401540832049
98572077,1992,2.786,94,1,0.836,0.958,0.795,2.59244838212635
98572173,1992,3,102,1,0.913,0.943,0.851,2.5921186440678
98572291,1992,3.786,118,1,0.921,0.938,0.836,2.59090755007704
98572379,1992,2.375,91,1,0.919,0.889,0.771,2.59308166409861
98572909,1992,3.214,106,1,0.651,0.921,0.752,2.59178890600924
98572983,1992,3.588,111,1,0.919,0.952,0.919,2.5912126348228
98573017,1992,2.375,90,1,0.711,0.918,0.91,2.59308166409861
98573213,1992,3.222,116,1,0.703,0.92,0.843,2.59177657935285
98573892,1992,3.286,119,1,0.804,0.969,0.919,2.59167796610169
98573955,1992,2.833,115,1,0.99,0.913,0.802,2.59237596302003
98573959,1992,3.176,107,0,0.935,0.904,0.779,2.59184745762712
98574034,1992,1.778,116,1,0.784,0.907,0.796,2.59400154083205
98574218,1992,1.571,79,0,0.88,0.948,0.831,2.59432049306626
98574491,1992,3.071,115,1,0.702,0.905,0.72,2.5920092449923
98574640,1992,2.357,89,1,0.973,0.928,0.915,2.5931093990755
98575036,1992,2.375,81,1,0.827,0.946,0.858,2.59308166409861
98575902,1992,3,82,1,0.903,0.922,0.876,2.5921186440678
98575918,1992,1.875,106,1,0.634,0.908,0.853,2.59385208012327
98575948,1992,3.125,87,1,0.949,0.741,0.806,2.59192604006163
98575954,1992,1.417,83,0,0.891,0.946,0.906,2.59455778120185
98576059,1992,2.182,93,1,0.885,0.915,0.815,2.59337904468413
98576416,1992,3.125,122,1,0.922,0.946,0.816,2.59192604006163
98576467,1992,2.5,104,1,0.959,0.903,0.742,2.59288906009245
98576952,1992,2.417,102,1,0.865,0.937,0.834,2.59301694915254
98577161,1992,2,107,1,0.817,0.968,0.817,2.5936594761171
98577165,1992,1.364,118,0,0.728,0.942,0.862,2.59463944530046
98578043,1992,3.778,115,1,0.73,0.956,0.773,2.59091987673344
98578299,1992,2,82,1,0.678,0.945,0.893,2.5936594761171
98578308,1992,2.167,90,1,0.888,0.95,0.947,2.59340215716487
98578495,1992,2.75,106,1,0.555,0.932,0.832,2.59250385208012
98578767,1992,2.714,114,1,0.989,0.91,0.83,2.5925593220339
98578980,1992,3.357,90,1,0.753,0.976,0.935,2.59156856702619
98579968,1992,3.167,106,1,0.741,0.953,0.902,2.59186132511556
98606027,1992,0.778,100,0,0.841,0.971,0.945,2.59554237288136
98606822,1992,2.25,119,1,0.544,0.793,0.702,2.59327426810478
98608876,1992,2.667,108,1,0.986,0.929,0.862,2.59263174114022
98619068,1992,2.875,112,1,0.764,0.847,0.51,2.59231124807396
98619967,1992,1.875,116,1,0.928,0.958,0.93,2.59385208012327
98636350,1992,2.333,107,1,0.977,0.905,0.888,2.59314637904468
98646328,1992,2.733,108,1,0.799,0.932,0.849,2.59253004622496
98676254,1992,3.25,91,1,0.926,0.874,0.842,2.59173343605547
99500115,1992,2.8,73,1,0.915,0.87,0.817,2.59242681047766
99500857,1992,2,75,1,0.78,0.838,0.741,2.5936594761171
99503707,1992,3.5,111,1,0.818,0.896,0.831,2.59134822804314
99504049,1992,4,104,1,0.862,0.912,0.925,2.59057781201849
99506149,1992,1.833,95,1,0.821,0.907,0.954,2.59391679506934
99507018,1992,0.786,98,1,0.885,0.913,0.967,2.59553004622496
99507059,1992,1.857,106,1,0.92,0.948,0.837,2.59387981510015
99507853,1992,3.167,83,1,0.831,0.943,0.864,2.59186132511556
99508430,1992,1.429,90,1,0.852,0.888,0.712,2.59453929121726
99508537,1992,3.917,106,1,0.908,0.901,0.862,2.59070570107858
99543908,1992,2.25,10,1,0.807,0.929,0.812,2.59327426810478
99546678,1992,3.778,102,1,0.673,0.956,0.866,2.59091987673344
99570390,1992,1.364,95,1,0.788,0.823,0.804,2.59463944530046
99570725,1992,2.375,108,1,0.839,0.905,0.881,2.59308166409861
99570891,1992,2.75,111,1,0.795,0.891,0.807,2.59250385208012
99571170,1992,1.333,103,0,0.575,0.94,0.84,2.59468721109399
99571375,1992,1.5,83,0,0.725,0.97,0.933,2.59442989214176
99572221,1992,2.857,96,1,0.862,0.915,0.831,2.59233898305085
99572386,1992,2.313,75,1,0.744,0.94,0.936,2.59317719568567
99572643,1992,1.2,81,1,0.972,0.885,0.769,2.59489214175655
99572944,1992,3.167,116,1,0.888,0.876,0.851,2.59186132511556
99573036,1992,1.714,110,1,0.972,0.86,0.742,2.5941001540832
99573251,1992,3.133,106,1,0.987,0.919,0.884,2.59191371340524
99573258,1992,1.25,111,1,0.935,0.905,0.853,2.59481510015408
99573314,1992,3,90,1,0.703,0.92,0.843,2.5921186440678
99574118,1992,1.5,112,1,0.566,0.935,0.804,2.59442989214176
99574199,1992,2.417,95,1,0.772,0.903,0.826,2.59301694915254
99574211,1992,3.214,118,1,0.203,0.838,0.874,2.59178890600924
99574437,1992,1.5,83,1,0.818,0.933,0.887,2.59442989214176
99574615,1992,1.143,94,1,0.905,0.902,0.819,2.59497996918336
99575087,1992,3.583,96,1,0.781,0.934,0.823,2.59122033898305
99575090,1992,3.5,110,1,0.904,0.903,0.878,2.59134822804314
99575134,1992,1.7,120,1,0.865,0.905,0.845,2.59412172573189
99575216,1992,0.75,102,1,0.708,0.898,0.922,2.59558551617874
99575237,1992,1.889,106,1,0.723,0.932,0.803,2.59383050847458
99575242,1992,2.417,104,1,0.825,0.924,0.772,2.59301694915254
99575248,1992,2,104,1,0.709,0.879,0.752,2.5936594761171
99575291,1992,3.5,108,1,0.731,0.793,0.901,2.59134822804314
99575949,1992,3.5,118,1,0.691,0.888,0.906,2.59134822804314
99576011,1992,3.643,114,1,0.838,0.837,0.748,2.59112788906009
99576112,1992,1.929,91,0,0.922,0.946,0.816,2.5937688751926
99576146,1992,3.5,106,1,0.792,0.915,0.97,2.59134822804314
99576347,1992,3.833,116,1,0.587,0.956,0.868,2.59083513097072
99576364,1992,2.286,112,1,0.969,0.907,0.897,2.593218798151
99576705,1992,3.333,115,1,0.914,0.873,0.857,2.59160554699538
99576938,1992,0.778,108,1,0.971,0.923,0.939,2.59554237288136
99576983,1992,2.917,110,1,0.859,0.938,0.883,2.59224653312789
99577358,1992,2.5,83,1,0.906,0.85,0.74,2.59288906009245
99578019,1992,2.5,83,1,0.81,0.923,0.887,2.59288906009245
99578303,1992,2.571,83,1,0.88,0.95,0.956,2.59277966101695
99578348,1992,3.125,102,1,0.966,0.927,0.833,2.59192604006163
99579242,1992,2.7,106,1,0.803,0.945,0.799,2.59258089368259
99579277,1992,2.333,107,1,0.873,0.957,0.855,2.59314637904468
99579291,1992,2.571,106,1,0.795,0.938,0.838,2.59277966101695
99579931,1992,2.25,79,1,0.866,0.932,0.948,2.59327426810478
99579939,1992,3.625,90,1,0.779,0.944,0.984,2.59115562403698
99579979,1992,2.167,106,1,0.836,0.948,0.83,2.59340215716487
99590351,1992,1.909,104,0,0.911,0.952,0.907,2.59379969183359
99606925,1992,1.533,89,0,0.859,0.954,0.847,2.59437904468413
99614278,1992,2.545,91,1,0.891,0.931,0.908,2.59281972265023
99614475,1992,2.143,107,1,0.893,0.955,0.982,2.59343913713405
99614971,1992,1.875,106,1,0.624,0.912,0.892,2.59385208012327
99619460,1992,3.313,116,1,0.905,0.955,0.977,2.59163636363636
99678576,1992,1.143,104,1,0.883,0.915,0.832,2.59497996918336
99678670,1992,2.5,114,1,0.883,0.915,0.832,2.59288906009245
